 192   3   0   6 
 193   3   1   5 
 194   3   2   4 
 195   3   3   3 
 196   3   4   2 
 197   3   5   1 
 198   3   6   0 
 199   4   0   5 
 200   4   1   4 
 201   4   2   3 
 202   4   3   2 
 203   4   4   1 
 204   4   5   0 
 205   5   0   4 
 206   5   1   3 
 207   5   2   2 
 208   5   3   1 
 209   5   4   0 
 210   6   0   3 
 211   6   1   2 
 212   6   2   1 
 213   6   3   0 
 214   7   0   2 
 215   7   1   1 
 216   7   2   0 
 217   8   0   1 
 218   8   1   0 
 219   9   0   0 
 220   0   0   10 
 221   0   1   9 
 222   0   2   8 
 223   0   3   7 
 224   0   4   6 
 225   0   5   5 
 226   0   6   4 
 227   0   7   3 
 228   0   8   2 
 229   0   9   1 
 230   0   10   0 
 231   1   0   9 
 232   1   1   8 
 233   1   2   7 
 234   1   3   6 
 235   1   4   5 
 236   1   5   4 
 237   1   6   3 
 238   1   7   2 
 239   1   8   1 
 240   1   9   0 
 241   2   0   8 
 242   2   1   7 
 243   2   2   6 
 244   2   3   5 
 245   2   4   4 
 246   2   5   3 
 247   2   6   2 
 248   2   7   1 
 249   2   8   0 
 250   3   0   7 
 251   3   1   6 
 252   3   2   5 
 253   3   3   4 
 254   3   4   3 
 255   3   5   2 
 256   3   6   1 
 257   3   7   0 
 258   4   0   6 
 259   4   1   5 
 260   4   2   4 
 261   4   3   3 
 262   4   4   2 
 263   4   5   1 
 264   4   6   0 
 265   5   0   5 
 266   5   1   4 
 267   5   2   3 
 268   5   3   2 
 269   5   4   1 
 270   5   5   0 
 271   6   0   4 
 272   6   1   3 
 273   6   2   2 
 274   6   3   1 
 275   6   4   0 
 276   7   0   3 
 277   7   1   2 
 278   7   2   1 
 279   7   3   0 
 280   8   0   2 
 281   8   1   1 
 282   8   2   0 
 283   9   0   1 
 284   9   1   0 
 285   10   0   0 
 286   0   0   11 
 287   0   1   10 
 288   0   2   9 
 289   0   3   8 
 290   0   4   7 
 291   0   5   6 
 292   0   6   5 
 293   0   7   4 
 294   0   8   3 
 295   0   9   2 
 296   0   10   1 
 297   0   11   0 
 298   1   0   10 
 299   1   1   9 
 300   1   2   8 
 301   1   3   7 
 302   1   4   6 
 303   1   5   5 
 304   1   6   4 
 305   1   7   3 
 306   1   8   2 
 307   1   9   1 
 308   1   10   0 
 309   2   0   9 
 310   2   1   8 
 311   2   2   7 
 312   2   3   6 
 313   2   4   5 
 314   2   5   4 
 315   2   6   3 
 316   2   7   2 
 317   2   8   1 
 318   2   9   0 
 319   3   0   8 
 320   3   1   7 
 321   3   2   6 
 322   3   3   5 
 323   3   4   4 
 324   3   5   3 
 325   3   6   2 
 326   3   7   1 
 327   3   8   0 
 328   4   0   7 
 329   4   1   6 
 330   4   2   5 
 331   4   3   4 
 332   4   4   3 
 333   4   5   2 
 334   4   6   1 
 335   4   7   0 
 336   5   0   6 
 337   5   1   5 
 338   5   2   4 
 339   5   3   3 
 340   5   4   2 
 341   5   5   1 
 342   5   6   0 
 343   6   0   5 
 344   6   1   4 
 345   6   2   3 
 346   6   3   2 
 347   6   4   1 
 348   6   5   0 
 349   7   0   4 
 350   7   1   3 
 351   7   2   2 
 352   7   3   1 
 353   7   4   0 
 354   8   0   3 
 355   8   1   2 
 356   8   2   1 
 357   8   3   0 
 358   9   0   2 
 359   9   1   1 
 360   9   2   0 
 361   10   0   1 
 362   10   1   0 
 363   11   0   0 
 364   0   0   12 
 365   0   1   11 
 366   0   2   10 
 367   0   3   9 
 368   0   4   8 
 369   0   5   7 
 370   0   6   6 
 371   0   7   5 
 372   0   8   4 
 373   0   9   3 
 374   0   10   2 
 375   0   11   1 
 376   0   12   0 
 377   1   0   11 
 378   1   1   10 
 379   1   2   9 
 380   1   3   8 
 381   1   4   7 
 382   1   5   6 
 383   1   6   5 
 384   1   7   4 
 385   1   8   3 
 386   1   9   2 
 387   1   10   1 
 388   1   11   0 
 389   2   0   10 
 390   2   1   9 
 391   2   2   8 
 392   2   3   7 
 393   2   4   6 
 394   2   5   5 
 395   2   6   4 
 396   2   7   3 
 397   2   8   2 
 398   2   9   1 
 399   2   10   0 
 400   3   0   9 
 401   3   1   8 
 402   3   2   7 
 403   3   3   6 
 404   3   4   5 
 405   3   5   4 
 406   3   6   3 
 407   3   7   2 
 408   3   8   1 
 409   3   9   0 
 410   4   0   8 
 411   4   1   7 
 412   4   2   6 
 413   4   3   5 
 414   4   4   4 
 415   4   5   3 
 416   4   6   2 
 417   4   7   1 
 418   4   8   0 
 419   5   0   7 
 420   5   1   6 
 421   5   2   5 
 422   5   3   4 
 423   5   4   3 
 424   5   5   2 
 425   5   6   1 
 426   5   7   0 
 427   6   0   6 
 428   6   1   5 
 429   6   2   4 
 430   6   3   3 
 431   6   4   2 
 432   6   5   1 
 433   6   6   0 
 434   7   0   5 
 435   7   1   4 
 436   7   2   3 
 437   7   3   2 
 438   7   4   1 
 439   7   5   0 
 440   8   0   4 
 441   8   1   3 
 442   8   2   2 
 443   8   3   1 
 444   8   4   0 
 445   9   0   3 
 446   9   1   2 
 447   9   2   1 
 448   9   3   0 
 449   10   0   2 
 450   10   1   1 
 451   10   2   0 
 452   11   0   1 
 453   11   1   0 
 454   12   0   0 
 455   0   0   13 
 456   0   1   12 
 457   0   2   11 
 458   0   3   10 
 459   0   4   9 
 460   0   5   8 
 461   0   6   7 
 462   0   7   6 
 463   0   8   5 
 464   0   9   4 
 465   0   10   3 
 466   0   11   2 
 467   0   12   1 
 468   0   13   0 
 469   1   0   12 
 470   1   1   11 
 471   1   2   10 
 472   1   3   9 
 473   1   4   8 
 474   1   5   7 
 475   1   6   6 
 476   1   7   5 
 477   1   8   4 
 478   1   9   3 
 479   1   10   2 
 480   1   11   1 
 481   1   12   0 
 482   2   0   11 
 483   2   1   10 
 484   2   2   9 
 485   2   3   8 
 486   2   4   7 
 487   2   5   6 
 488   2   6   5 
 489   2   7   4 
 490   2   8   3 
 491   2   9   2 
 492   2   10   1 
 493   2   11   0 
 494   3   0   10 
 495   3   1   9 
 496   3   2   8 
 497   3   3   7 
 498   3   4   6 
 499   3   5   5 
 500   3   6   4 
 501   3   7   3 
 502   3   8   2 
 503   3   9   1 
 504   3   10   0 
 505   4   0   9 
 506   4   1   8 
 507   4   2   7 
 508   4   3   6 
 509   4   4   5 
 510   4   5   4 
 511   4   6   3 
 512   4   7   2 
 513   4   8   1 
 514   4   9   0 
 515   5   0   8 
 516   5   1   7 
 517   5   2   6 
 518   5   3   5 
 519   5   4   4 
 520   5   5   3 
 521   5   6   2 
 522   5   7   1 
 523   5   8   0 
 524   6   0   7 
 525   6   1   6 
 526   6   2   5 
 527   6   3   4 
 528   6   4   3 
 529   6   5   2 
 530   6   6   1 
 531   6   7   0 
 532   7   0   6 
 533   7   1   5 
 534   7   2   4 
 535   7   3   3 
 536   7   4   2 
 537   7   5   1 
 538   7   6   0 
 539   8   0   5 
 540   8   1   4 
 541   8   2   3 
 542   8   3   2 
 543   8   4   1 
 544   8   5   0 
 545   9   0   4 
 546   9   1   3 
 547   9   2   2 
 548   9   3   1 
 549   9   4   0 
 550   10   0   3 
 551   10   1   2 
 552   10   2   1 
 553   10   3   0 
 554   11   0   2 
 555   11   1   1 
 556   11   2   0 
 557   12   0   1 
 558   12   1   0 
 559   13   0   0 
